frame_total,score
25241586,-21.0
25394777,-21.0
25547901,-21.0
25701024,-21.0
25854605,-21.0
26006460,-21.0
26158877,-21.0
26312411,-21.0
26465379,-21.0
26618214,-21.0
26771221,-21.0
26923921,-21.0
27076493,-21.0
27229274,-21.0
27382020,-21.0
27534444,-21.0
27686997,-21.0
27839785,-21.0
27993032,-21.0
28145173,-21.0
28298841,-21.0
28451920,-21.0
28605083,-21.0
28757725,-21.0
28909790,-21.0
29063225,-21.0
29215729,-21.0
29369562,-21.0
29522301,-21.0
29674560,-21.0
29828540,-21.0
29982139,-21.0
30134773,-21.0
30287336,-21.0
30440617,-21.0
30592980,-21.0
30746986,-21.0
30900492,-21.0
31053726,-21.0
31207294,-21.0
31360707,-21.0
31513902,-21.0
31667071,-21.0
31822188,-21.0
31974787,-21.0
32127119,-21.0
32279897,-21.0
32433556,-21.0
32586553,-21.0
32739858,-21.0
32892341,-21.0
33045949,-21.0
33198771,-21.0
33351485,-21.0
33504267,-21.0
33656601,-21.0
33809347,-21.0
33962007,-21.0
34115536,-21.0
34268832,-21.0
34421275,-21.0
34575073,-21.0
34727310,-21.0
34880785,-21.0
35033824,-21.0
35187340,-21.0
35340643,-21.0
35494039,-21.0
35646601,-21.0
35799567,-21.0
35952754,-21.0
36104981,-21.0
36258569,-21.0
36411506,-21.0
36564677,-21.0
36717206,-21.0
36871099,-21.0
37025264,-21.0
37178199,-21.0
37331458,-21.0
37483988,-21.0
37636864,-21.0
37789277,-21.0
37942225,-21.0
38094423,-21.0
38247335,-21.0
38399715,-21.0
38552337,-21.0
38704944,-21.0
38857145,-21.0
39010368,-21.0
39162965,-21.0
39316410,-21.0
39469620,-21.0
39622080,-21.0
39814122,-21.0
40006042,-21.0
40177712,-21.0
40330715,-21.0
40483975,-21.0
40637029,-21.0
40789396,-21.0
40942933,-21.0
41096210,-21.0
41248471,-21.0
41400943,-21.0
41554016,-21.0
41707541,-21.0
41860727,-21.0
42013413,-21.0
42166660,-21.0
42319776,-21.0
42473324,-21.0
42629596,-21.0
42783561,-21.0
42936594,-21.0
43089790,-21.0
43243365,-21.0
43398364,-21.0
43552012,-21.0
43705984,-21.0
43858767,-21.0
44011648,-21.0
44165758,-21.0
44318759,-21.0
44471261,-21.0
44624535,-21.0
44779528,-21.0
44932987,-21.0
45086217,-21.0
45239533,-21.0
45392172,-21.0
45544409,-21.0
45697956,-21.0
45850656,-21.0
46004450,-21.0
46157109,-21.0
46310018,-21.0
46463681,-21.0
46617377,-21.0
46771066,-21.0
46923588,-21.0
47076039,-21.0
47228426,-21.0
47381103,-21.0
47534589,-21.0
47687763,-21.0
47840099,-21.0
47993778,-21.0
48146424,-21.0
48298709,-21.0
48452454,-21.0
48605561,-21.0
48758576,-21.0
48911683,-21.0
49064856,-21.0
49217363,-21.0
49370942,-21.0
49524663,-21.0
49678535,-21.0
49832275,-21.0
49985236,-21.0
50138118,-21.0
50290907,-21.0
50443586,-21.0
50596786,-21.0
50749104,-21.0
50901445,-21.0
51054606,-21.0
51207929,-21.0
51361458,-21.0
51513923,-21.0
51667286,-21.0
51820988,-21.0
51976103,-21.0
52129325,-21.0
52283182,-21.0
52436442,-21.0
52590115,-21.0
52742962,-21.0
52895249,-21.0
53047795,-21.0
53201322,-21.0
53354567,-21.0
53506829,-21.0
53660468,-21.0
53812684,-21.0
53965654,-21.0
54118963,-21.0
54272698,-21.0
54425961,-21.0
54579624,-21.0
54731828,-21.0
54884523,-21.0
55037574,-21.0
55190885,-21.0
55344193,-21.0
55497869,-21.0
55652496,-21.0
55804592,-21.0
55957144,-21.0
56110574,-21.0
56264341,-21.0
56416777,-21.0
56570416,-21.0
56723457,-21.0
56875666,-21.0
57028560,-21.0
57181748,-21.0
57335039,-21.0
57489447,-21.0
57642463,-21.0
57794957,-21.0
57947411,-21.0
58099856,-21.0
58252806,-21.0
58405563,-21.0
58558216,-21.0
58711361,-21.0
58865248,-21.0
59018748,-21.0
59171644,-21.0
59324081,-21.0
59476759,-21.0
59629384,-21.0
59782150,-21.0
59935539,-21.0
60089466,-21.0
60242008,-21.0
60394838,-21.0
60547375,-21.0
60700542,-21.0
60852802,-21.0
61005771,-21.0
61159623,-21.0
61312613,-21.0
61465566,-21.0
61618492,-21.0
61770888,-21.0
61924137,-21.0
62076442,-21.0
62229880,-21.0
62383796,-21.0
62535571,-21.0
62689302,-21.0
62842193,-21.0
62994802,-21.0
63149046,-21.0
63302077,-21.0
63454689,-21.0
63607995,-21.0
63761007,-21.0
63913175,-21.0
64066255,-21.0
64218580,-21.0
64372657,-21.0
64525319,-21.0
64678158,-21.0
64831616,-21.0
64984445,-21.0
65137597,-21.0
65289742,-21.0
65442943,-21.0
65597296,-21.0
65750060,-21.0
65903062,-21.0
66058824,-21.0
66212551,-21.0
66365552,-21.0
66519771,-21.0
66673317,-21.0
66827250,-21.0
66980035,-21.0
67133582,-21.0
67286428,-21.0
67438502,-21.0
67591638,-21.0
67745512,-21.0
67898098,-21.0
68050812,-21.0
68204353,-21.0
68357278,-21.0
68509807,-21.0
68663133,-21.0
68816135,-21.0
68969620,-21.0
69122238,-21.0
69274751,-21.0
69427722,-21.0
69580868,-21.0
69734413,-21.0
69888827,-21.0
70042657,-21.0
70195261,-21.0
70348122,-21.0
70501296,-21.0
70654633,-21.0
70808075,-21.0
70961206,-21.0
71114531,-21.0
71266961,-21.0
71419859,-21.0
71573166,-21.0
71726319,-21.0
71879783,-21.0
72033070,-21.0
72185867,-21.0
72338483,-21.0
72492034,-21.0
72646180,-21.0
72799640,-21.0
72952944,-21.0
73105065,-21.0
73259098,-21.0
73412674,-21.0
73565080,-21.0
73717630,-21.0
73869827,-21.0
74022833,-21.0
74176502,-21.0
74329412,-21.0
74482669,-21.0
74636585,-21.0
74790171,-21.0
74942799,-21.0
75096168,-21.0
75250375,-21.0
75402593,-21.0
75555084,-21.0
75707588,-21.0
75860001,-21.0
76012355,-21.0
76165788,-21.0
76317947,-21.0
76471788,-21.0
76625413,-21.0
76777894,-21.0
76931193,-21.0
77084119,-21.0
77236750,-21.0
77389958,-21.0
77542640,-21.0
77696306,-21.0
77850811,-21.0
78004488,-21.0
78158442,-21.0
78312849,-21.0
78465750,-21.0
78618490,-21.0
78772168,-21.0
78925294,-21.0
79078499,-21.0
79231152,-21.0
79383983,-21.0
79538437,-21.0
79692728,-21.0
79845675,-21.0
79998809,-21.0
80152738,-21.0
80304811,-21.0
80457398,-21.0
80610586,-21.0
80764582,-21.0
80917072,-21.0
81070956,-21.0
81225396,-21.0
81378481,-21.0
81531324,-21.0
81683495,-21.0
81835719,-21.0
81988136,-21.0
82140958,-21.0
82293397,-21.0
82446498,-21.0
82600930,-21.0
82754623,-21.0
82907579,-21.0
83061002,-21.0
83214488,-21.0
83367490,-21.0
83521909,-21.0
83675128,-21.0
83828423,-21.0
83982514,-21.0
84135970,-21.0
84289720,-21.0
84443856,-21.0
84597276,-21.0
84751217,-21.0
84904009,-21.0
85056960,-21.0
85209537,-21.0
85361389,-21.0
85514393,-21.0
85667258,-21.0
85821048,-21.0
85978480,-21.0
86132199,-21.0
86285107,-21.0
86438052,-21.0
86591455,-21.0
86744559,-21.0
86898102,-21.0
87051141,-21.0
87205621,-21.0
87358280,-21.0
87511207,-21.0
87664482,-21.0
87816758,-21.0
87968819,-21.0
88122572,-21.0
88275373,-21.0
88428114,-21.0
88581556,-21.0
88734342,-21.0
88886996,-21.0
89039463,-21.0
89191638,-21.0
89344758,-21.0
89497270,-21.0
89650192,-21.0
89803161,-21.0
89955848,-21.0
90108400,-21.0
90261084,-21.0
90414708,-21.0
90567521,-21.0
90720975,-21.0
90874755,-21.0
91027880,-21.0
91181246,-21.0
91333683,-21.0
91486961,-21.0
91639627,-21.0
91793181,-21.0
91946825,-21.0
92099481,-21.0
92252465,-21.0
92405425,-21.0
92558899,-21.0
92717074,-21.0
92869546,-21.0
93021926,-21.0
93174370,-21.0
93327297,-21.0
93479815,-21.0
93632943,-21.0
93785874,-21.0
93938884,-21.0
94092059,-21.0
94245664,-21.0
94399691,-21.0
94552601,-21.0
94706551,-21.0
94859933,-21.0
95013652,-21.0
95166185,-21.0
95319739,-21.0
95472240,-21.0
95625497,-21.0
95779278,-21.0
95932745,-21.0
96085114,-21.0
96238164,-21.0
96391099,-21.0
96544727,-21.0
96698196,-21.0
96850505,-21.0
97003669,-21.0
97156859,-21.0
97310650,-21.0
97464689,-21.0
97618372,-21.0
97771981,-21.0
97924954,-21.0
98078185,-21.0
98230659,-21.0
98382916,-21.0
98536490,-21.0
98690454,-21.0
98845163,-21.0
98998783,-21.0
99150953,-21.0
99303694,-21.0
99456890,-21.0
99610085,-21.0
99762952,-21.0
99915359,-21.0
100067659,-21.0
100220621,-21.0
100373783,-21.0
100527175,-21.0
100680177,-21.0
100832276,-21.0
100986129,-21.0
101139394,-21.0
101292999,-21.0
101445668,-21.0
101598401,-21.0
101752528,-21.0
101905131,-21.0
102057305,-21.0
102209485,-21.0
102362447,-21.0
102515094,-21.0
102668653,-21.0
102821423,-21.0
102974701,-21.0
103128407,-21.0
103282791,-21.0
103434964,-21.0
103589767,-21.0
103742835,-21.0
103897113,-21.0
104049994,-21.0
104203366,-21.0
104356148,-21.0
104508804,-21.0
104661973,-21.0
104815749,-21.0
104969208,-21.0
105122683,-21.0
105275064,-21.0
105428791,-21.0
105583341,-21.0
105736335,-21.0
105889796,-21.0
106043628,-21.0
106196556,-21.0
106349179,-21.0
106502285,-21.0
106654756,-21.0
106808503,-21.0
106961200,-21.0
107113781,-21.0
107266267,-21.0
107419634,-21.0
107572819,-21.0
107725999,-21.0
107879557,-21.0
108033255,-21.0
108186877,-21.0
108340502,-21.0
108493252,-21.0
108646372,-21.0
108799594,-21.0
108952772,-21.0
109105444,-21.0
109257922,-21.0
109411424,-21.0
109563825,-21.0
109717822,-21.0
109870763,-21.0
110023438,-21.0
110176316,-21.0
110328921,-21.0
110482276,-21.0
110636442,-21.0
110789020,-21.0
110941774,-21.0
111094976,-21.0
111248136,-21.0
111400964,-21.0
111553418,-21.0
111706637,-21.0
111859600,-21.0
112012483,-21.0
112165133,-21.0
112317857,-21.0
112471181,-21.0
112624013,-21.0
112777657,-21.0
112931108,-21.0
113083221,-21.0
113236956,-21.0
113389878,-21.0
113543538,-21.0
113697691,-21.0
113851339,-21.0
114005321,-21.0
114158612,-21.0
114312091,-21.0
114465242,-21.0
114618818,-21.0
114772421,-21.0
114925633,-21.0
115079853,-21.0
115233554,-21.0
115386604,-21.0
115539584,-21.0
115692317,-21.0
115845112,-21.0
115999344,-21.0
116152551,-21.0
116304680,-21.0
116457411,-21.0
116610899,-21.0
116763551,-21.0
116916842,-21.0
117069729,-21.0
117221837,-21.0
117374256,-21.0
117526713,-21.0
117678764,-21.0
117831072,-21.0
117983952,-21.0
118138451,-21.0
118291170,-21.0
118443539,-21.0
118596558,-21.0
118750087,-21.0
118902845,-21.0
119055580,-21.0
119208574,-21.0
119361391,-21.0
119514724,-21.0
119667937,-21.0
119821611,-21.0
119974963,-21.0
120128098,-21.0
120281750,-21.0
120434243,-21.0
120586401,-21.0
120739541,-21.0
120892750,-21.0
121046096,-21.0
121199849,-21.0
121352436,-21.0
121506076,-21.0
121658624,-21.0
121811584,-21.0
121965364,-21.0
122118816,-21.0
122271892,-21.0
122425446,-21.0
122578524,-21.0
122730850,-21.0
122884026,-21.0
123036045,-21.0
123189801,-21.0
123343347,-21.0
123497357,-21.0
123649979,-21.0
123804301,-21.0
123957626,-21.0
124111786,-21.0
124264567,-21.0
124418141,-21.0
124571997,-21.0
124724750,-21.0
124877126,-21.0
125030568,-21.0
125183712,-21.0
125336566,-21.0
125489665,-21.0
125643494,-21.0
125796917,-21.0
125950725,-21.0
126103806,-21.0
126257021,-21.0
126410229,-21.0
126564152,-21.0
126717517,-21.0
126871114,-21.0
127025353,-21.0
127178484,-21.0
127333175,-21.0
127485938,-21.0
127639421,-21.0
127791807,-21.0
127944785,-21.0
128097539,-21.0
128249815,-21.0
128402708,-21.0
128556169,-21.0
128709131,-21.0
128862183,-21.0
129015806,-21.0
129168562,-21.0
129321385,-21.0
129474380,-21.0
129627186,-21.0
129780070,-21.0
129933566,-21.0
130086249,-21.0
130238733,-21.0
130391190,-21.0
130544611,-21.0
130698376,-21.0
130850990,-21.0
131004541,-21.0
131158271,-21.0
131311088,-21.0
131464162,-21.0
131617631,-21.0
131771045,-21.0
131924691,-21.0
132077869,-21.0
132229968,-21.0
132383217,-21.0
132536355,-21.0
132689473,-21.0
132842211,-21.0
132994712,-21.0
133147454,-21.0
133300133,-21.0
133453722,-21.0
133607484,-21.0
133759929,-21.0
133912967,-21.0
134065030,-21.0
134217630,-21.0
134369990,-21.0
134522501,-21.0
134676085,-21.0
134829903,-21.0
134982204,-21.0
135136106,-21.0
135289621,-21.0
135442194,-21.0
135594796,-21.0
135746977,-21.0
135900791,-21.0
136054198,-21.0
136207417,-21.0
136361362,-21.0
136516540,-21.0
136669729,-21.0
136822330,-21.0
136975139,-21.0
137127778,-21.0
137280709,-21.0
137433991,-21.0
137586708,-21.0
137739459,-21.0
137891541,-21.0
138043921,-21.0
138196094,-21.0
138348795,-21.0
138501640,-21.0
138654496,-21.0
138807556,-21.0
138959737,-21.0
139112626,-21.0
139266270,-21.0
139418807,-21.0
139571218,-21.0
139724991,-21.0
139877217,-21.0
140029677,-21.0
140182464,-21.0
140335927,-21.0
140489919,-21.0
140642722,-21.0
140794901,-21.0
140947130,-21.0
141099861,-21.0
141252445,-21.0
141405289,-21.0
141558329,-21.0
141711353,-21.0
141864389,-21.0
142017600,-21.0
142170958,-21.0
142324493,-21.0
142478080,-21.0
142631966,-21.0
142784775,-21.0
142937501,-21.0
143090686,-21.0
143243216,-21.0
143397277,-21.0
143550393,-21.0
143702816,-21.0
143856137,-21.0
144009044,-21.0
144162041,-21.0
144314530,-21.0
144468430,-21.0
144621051,-21.0
144775079,-21.0
144927937,-21.0
145080897,-21.0
145233038,-21.0
145386011,-21.0
145538971,-21.0
145691906,-21.0
145845338,-21.0
145998879,-21.0
146152028,-21.0
146304431,-21.0
146456820,-21.0
146609472,-21.0
146762796,-21.0
146917086,-21.0
147071035,-21.0
147224269,-21.0
147377072,-21.0
147532791,-21.0
147686081,-21.0
147839603,-21.0
147992529,-21.0
148145925,-21.0
148299034,-21.0
148452990,-21.0
148605354,-21.0
148757964,-21.0
148911066,-21.0
149066170,-21.0
149219501,-21.0
149372110,-21.0
149525429,-21.0
149678625,-21.0
149832141,-21.0
149985725,-21.0
150139427,-21.0
150293827,-21.0
150446781,-21.0
150601084,-21.0
150754907,-21.0
150907037,-21.0
151060129,-21.0
151212466,-21.0
151364637,-21.0
151518644,-21.0
151670864,-21.0
151825687,-21.0
151978210,-21.0
152131748,-21.0
152284061,-21.0
152437417,-21.0
152590300,-21.0
152744093,-21.0
152896732,-21.0
153049396,-21.0
153204938,-21.0
153358245,-21.0
153510983,-21.0
153664225,-21.0
153817692,-21.0
153971634,-21.0
154124480,-21.0
154277114,-21.0
154430761,-21.0
154583701,-21.0
154735870,-21.0
154888671,-21.0
155040832,-21.0
155193291,-21.0
155346198,-21.0
155499309,-21.0
155652722,-21.0
155805675,-21.0
155958249,-21.0
156110915,-21.0
156263484,-21.0
156417061,-21.0
156570544,-21.0
156724957,-21.0
156878466,-21.0
157031207,-21.0
157183836,-21.0
157336725,-21.0
157489309,-21.0
157642069,-21.0
157795303,-21.0
157948876,-21.0
158101870,-21.0
158256276,-21.0
158409937,-21.0
158564363,-21.0
158717859,-21.0
158871216,-21.0
159024630,-21.0
159177794,-21.0
159330111,-21.0
159482298,-21.0
159636065,-21.0
159788286,-21.0
159941037,-21.0
160093596,-21.0
160246147,-21.0
160398618,-21.0
160551877,-21.0
160705034,-21.0
160857256,-21.0
161010002,-21.0
161163575,-21.0
161316484,-21.0
161468906,-21.0
161622176,-21.0
161774293,-21.0
161926908,-21.0
162080925,-21.0
162233533,-21.0
162387009,-21.0
162540438,-21.0
162693878,-21.0
162848000,-21.0
163000211,-21.0
163153557,-21.0
163307405,-21.0
163460914,-21.0
163613763,-21.0
163768053,-21.0
163921340,-21.0
164074557,-21.0
164227781,-21.0
164381689,-21.0
164534158,-21.0
164687173,-21.0
164839355,-21.0
164992651,-21.0
165144687,-21.0
165298132,-21.0
165452625,-21.0
165605474,-21.0
165759641,-21.0
165913573,-21.0
166066168,-21.0
166220008,-21.0
166373473,-21.0
166526097,-21.0
166678815,-21.0
166831396,-21.0
166985763,-21.0
167139117,-21.0
167292636,-21.0
167445542,-21.0
167598972,-21.0
167751364,-21.0
167904368,-21.0
168058411,-21.0
168211728,-21.0
168364232,-21.0
168516675,-21.0
168671462,-21.0
168825278,-21.0
168979015,-21.0
169131725,-21.0
169283993,-21.0
169436275,-21.0
169590000,-21.0
169743397,-21.0
169895769,-21.0
170048926,-21.0
170200997,-21.0
170354669,-21.0
170508401,-21.0
170661956,-21.0
170814636,-21.0
170967958,-21.0
171121021,-21.0
171274045,-21.0
171428029,-21.0
171580607,-21.0
171733637,-21.0
171885980,-21.0
172039570,-21.0
172192043,-21.0
172346165,-21.0
172499843,-21.0
172652724,-21.0
172805911,-21.0
172959347,-21.0
173111790,-21.0
173264796,-21.0
173419288,-21.0
173572129,-21.0
173725657,-21.0
173878230,-21.0
174031969,-21.0
174185287,-21.0
174337507,-21.0
174491281,-21.0
174645401,-21.0
174797704,-21.0
174950126,-21.0
175103828,-21.0
175256557,-21.0
175409937,-21.0
175562581,-21.0
175715259,-21.0
175868237,-21.0
176021707,-21.0
176174781,-21.0
176327765,-21.0
176480796,-21.0
176634580,-21.0
176788416,-21.0
176940898,-21.0
177093774,-21.0
177246213,-21.0
177399519,-21.0
177552128,-21.0
177704733,-21.0
177858552,-21.0
178012104,-21.0
178165853,-21.0
178318651,-21.0
178472101,-21.0
178626724,-21.0
178779650,-21.0
178931802,-21.0
179085270,-21.0
179238642,-21.0
179392197,-21.0
179546128,-21.0
179699489,-21.0
179853017,-21.0
180006505,-21.0
180160520,-21.0
180314141,-21.0
180467833,-21.0
180621303,-21.0
180778925,-21.0
180932000,-21.0
181087164,-21.0
181240381,-21.0
181392703,-21.0
181546254,-21.0
181698898,-21.0
181851852,-21.0
182005624,-21.0
182158373,-21.0
182312440,-21.0
182465379,-21.0
182619814,-21.0
182772285,-21.0
182924863,-21.0
183077622,-21.0
183229982,-21.0
183383734,-21.0
183536609,-21.0
183690876,-21.0
183844978,-21.0
183998183,-21.0
184150934,-21.0
184304307,-21.0
184456885,-21.0
184610797,-21.0
184763164,-21.0
184915824,-21.0
185069371,-21.0
185222097,-21.0
185376325,-21.0
185530207,-21.0
185682750,-21.0
185836692,-21.0
185989232,-21.0
186142549,-21.0
186295111,-21.0
186448192,-21.0
186601467,-21.0
186754795,-21.0
186908134,-21.0
187061879,-21.0
187214102,-21.0
187367994,-21.0
187520051,-21.0
187672784,-21.0
187826643,-21.0
187979634,-21.0
188133149,-21.0
188286342,-21.0
188438809,-21.0
188591817,-21.0
188745428,-21.0
188898724,-21.0
189052613,-21.0
189204958,-21.0
189357955,-21.0
189511021,-21.0
189664229,-21.0
189818013,-21.0
189971772,-21.0
190125444,-21.0
190278877,-21.0
190431805,-21.0
190585079,-21.0
190737745,-21.0
190891457,-21.0
191044147,-21.0
191196753,-21.0
191349890,-21.0
191502376,-21.0
191656210,-21.0
191809729,-21.0
191962953,-21.0
192116475,-21.0
192268877,-21.0
192421615,-21.0
192575885,-21.0
192729971,-21.0
192882881,-21.0
193036395,-21.0
193189742,-21.0
193342498,-21.0
193495673,-21.0
193648932,-21.0
193801608,-21.0
193954635,-21.0
194107559,-21.0
194259862,-21.0
194413200,-21.0
194566530,-21.0
194719767,-21.0
194872761,-21.0
195025936,-21.0
195178286,-21.0
195330822,-21.0
195483857,-21.0
195637180,-21.0
195790315,-21.0
195944395,-21.0
196097248,-21.0
196251191,-21.0
196403646,-21.0
196557054,-21.0
196710979,-21.0
196863851,-21.0
197017301,-21.0
197170513,-21.0
197323857,-21.0
197477216,-21.0
197630934,-21.0
197783534,-21.0
197936371,-21.0
198089301,-21.0
198242234,-21.0
198395037,-21.0
198548088,-21.0
198700157,-21.0
198852750,-21.0
199006241,-21.0
199159782,-21.0
199312802,-21.0
199465676,-21.0
199618285,-21.0
199772099,-21.0
199925175,-21.0
200078534,-21.0
200231336,-21.0
200385572,-21.0
200538170,-21.0
200690787,-21.0
200845128,-21.0
200997694,-21.0
201149612,-21.0
201301830,-21.0
201454925,-21.0
201608318,-21.0
201760833,-21.0
201914932,-21.0
202069247,-21.0
202222128,-21.0
202375629,-21.0
202529245,-21.0
202682691,-21.0
202835306,-21.0
202988838,-21.0
203141463,-21.0
203294547,-21.0
203446781,-21.0
203599304,-21.0
203753028,-21.0
203906946,-21.0
204060095,-21.0
204212469,-21.0
204365252,-21.0
204517910,-21.0
204671206,-21.0
204824443,-21.0
204978183,-21.0
205130723,-21.0
205283541,-21.0
205436930,-21.0
205590056,-21.0
205743949,-21.0
205897640,-21.0
206050626,-21.0
206203569,-21.0
206357019,-21.0
206510207,-21.0
206662691,-21.0
206815553,-21.0
206967735,-21.0
207121013,-21.0
207274899,-21.0
207427490,-21.0
207580465,-21.0
207733088,-21.0
207885402,-21.0
208038198,-21.0
208191525,-21.0
208343782,-21.0
208497222,-21.0
208649476,-21.0
208803450,-21.0
208957606,-21.0
209110828,-21.0
209263702,-21.0
209416400,-21.0
209570232,-21.0
209724065,-21.0
209876486,-21.0
