rank,score,frame_eps,elapsed,forward
4,-21.0,760,3.9110963344573975,1.6281442642211914
11,-21.0,760,3.570199728012085,1.2822153568267822
12,-21.0,760,3.531893014907837,1.2246878147125244
10,-21.0,760,3.661076784133911,1.3446269035339355
2,-21.0,760,4.060326337814331,1.717820644378662
8,-21.0,760,3.802394151687622,1.4488420486450195
6,-21.0,760,3.9444713592529297,1.5940041542053223
7,-21.0,760,3.902538299560547,1.532174825668335
0,-21.0,760,4.175387620925903,1.7753105163574219
3,-21.0,788,4.219296932220459,1.7799837589263916
15,-21.0,760,4.427536487579346,1.5373106002807617
9,-21.0,760,4.916900873184204,1.7701151371002197
5,-21.0,760,5.131102085113525,1.9661500453948975
1,-21.0,760,6.121572494506836,2.354552745819092
23,-21.0,760,5.154353857040405,1.7545013427734375
18,-21.0,760,5.524560928344727,1.8956069946289062
16,-21.0,760,5.9007532596588135,2.033874988555908
13,-21.0,760,6.096904277801514,2.1682252883911133
21,-21.0,760,5.664325952529907,1.9087953567504883
14,-21.0,760,6.135618448257446,2.2536137104034424
17,-21.0,760,5.999065399169922,2.2600138187408447
19,-21.0,760,5.973772048950195,2.1608808040618896
22,-21.0,760,5.832738399505615,2.162217378616333
20,-21.0,760,5.975719451904297,2.1922683715820312
7.142938852310181
1,-21.0,756,3.2525999546051025,1.1083667278289795
5,-21.0,756,3.4846417903900146,1.1977667808532715
6,-21.0,756,3.5268144607543945,1.209611415863037
12,-21.0,756,3.579012870788574,1.22933030128479
2,-21.0,756,4.150355339050293,1.3881897926330566
8,-21.0,756,4.3772313594818115,1.4707379341125488
7,-21.0,756,4.742808818817139,1.5528855323791504
9,-21.0,756,4.7744221687316895,1.5310113430023193
0,-21.0,756,5.146621942520142,1.7241268157958984
16,-21.0,756,4.903088808059692,1.6123261451721191
4,-21.0,756,5.3865416049957275,1.8303544521331787
17,-21.0,756,5.05689263343811,1.6825218200683594
3,-21.0,756,5.560947418212891,1.8105905055999756
10,-21.0,756,5.301809310913086,1.670196771621704
23,-21.0,756,4.973170518875122,1.6884143352508545
15,-21.0,756,5.424558401107788,1.765432596206665
11,-21.0,756,5.627611398696899,1.7859470844268799
19,-21.0,756,5.414573669433594,1.7180759906768799
18,-20.0,834,5.459399700164795,1.7300097942352295
13,-21.0,756,5.6257359981536865,1.8998188972473145
21,-21.0,756,5.434374094009399,1.8516287803649902
22,-21.0,756,5.390703439712524,1.89227294921875
20,-21.0,756,5.570450305938721,1.8356051445007324
14,-21.0,756,5.750663995742798,1.9173657894134521
6.450616359710693
2,-21.0,761,3.512951612472534,1.2085895538330078
0,-21.0,761,3.595010757446289,1.237807035446167
1,-21.0,761,3.5979485511779785,1.2344069480895996
4,-21.0,761,3.544252395629883,1.217592716217041
6,-21.0,761,4.834298133850098,1.5862598419189453
13,-21.0,761,4.792306900024414,1.5301289558410645
9,-21.0,761,4.966938018798828,1.699700117111206
5,-21.0,761,5.2889673709869385,1.7084009647369385
3,-21.0,761,5.34636926651001,1.8110976219177246
12,-21.0,761,5.088209629058838,1.6346848011016846
11,-21.0,761,5.189799070358276,1.7188549041748047
7,-21.0,761,5.434527397155762,1.8283071517944336
10,-21.0,761,5.2968504428863525,1.7761600017547607
19,-21.0,761,4.853394508361816,1.5807859897613525
14,-21.0,761,5.2249596118927,1.7701497077941895
8,-21.0,761,5.523512363433838,1.8292944431304932
16,-21.0,761,5.286761522293091,1.7605137825012207
15,-21.0,761,5.554544687271118,1.9789841175079346
18,-21.0,761,5.299981594085693,1.7497131824493408
23,-21.0,761,5.027049779891968,1.6455488204956055
