rank,score,frame_eps,elapsed,forward
1,-21.0,760,1.852370262145996,0.5537748336791992
2,-21.0,760,1.8869085311889648,0.5736596584320068
0,-21.0,760,1.975569725036621,0.6119863986968994
7,-21.0,760,2.2075388431549072,0.7516899108886719
11,-21.0,760,2.061802625656128,0.7101161479949951
3,-21.0,760,2.5350165367126465,0.8994667530059814
5,-21.0,760,2.45345401763916,0.8482177257537842
4,-21.0,760,2.835765838623047,1.0105669498443604
10,-21.0,760,2.7286243438720703,1.0030319690704346
20,-21.0,760,2.2537670135498047,0.8274681568145752
8,-21.0,760,2.911487579345703,1.0633573532104492
9,-21.0,760,3.056915760040283,1.1392638683319092
6,-21.0,760,3.2634379863739014,1.1993846893310547
12,-21.0,760,2.966235637664795,1.1142909526824951
14,-21.0,760,2.9608213901519775,1.1436400413513184
13,-21.0,760,3.0633063316345215,1.1915349960327148
15,-21.0,760,3.0790514945983887,1.189140796661377
16,-21.0,760,3.0990490913391113,1.205094814300537
19,-21.0,760,2.9744386672973633,1.1840910911560059
18,-21.0,760,3.080324649810791,1.1916913986206055
26,-21.0,760,2.7653748989105225,1.0588207244873047
21,-21.0,760,3.063795328140259,1.2241253852844238
23,-21.0,760,2.9656617641448975,1.1874711513519287
24,-21.0,760,2.9944844245910645,1.224733829498291
17,-21.0,760,3.3786463737487793,1.2972934246063232
27,-21.0,760,2.933642864227295,1.1983153820037842
25,-21.0,760,3.080714225769043,1.233924388885498
22,-21.0,760,3.338388681411743,1.32122802734375
4.609037160873413
1,-21.0,756,1.9111440181732178,0.5730752944946289
6,-21.0,756,1.9330501556396484,0.5794057846069336
16,-21.0,756,1.8394851684570312,0.5347046852111816
10,-21.0,756,2.042876958847046,0.6188149452209473
11,-21.0,756,2.323275327682495,0.7366549968719482
0,-21.0,756,2.5740253925323486,0.844799280166626
15,-21.0,756,2.238154888153076,0.7006475925445557
2,-21.0,756,2.772019624710083,0.8848626613616943
3,-21.0,756,2.8341357707977295,0.9280228614807129
4,-21.0,756,2.9374654293060303,0.9678947925567627
5,-21.0,756,2.979534864425659,0.9959816932678223
9,-21.0,756,2.986632823944092,0.9910256862640381
7,-21.0,756,3.0625452995300293,1.03151273727417
12,-21.0,756,2.951713800430298,0.9779272079467773
14,-21.0,756,2.903303623199463,0.9562201499938965
17,-21.0,756,2.859607458114624,0.9533469676971436
