frame_total,score
758,-21.0
9.51487135887146
77684,-21.0
8.98134183883667
154043,-21.0
8.836429357528687
231028,-21.0
8.907748699188232
307896,-21.0
8.930448293685913
384348,-21.0
8.604921102523804
461178,-21.0
8.828076124191284
537832,-21.0
8.85001826286316
614621,-21.0
8.941625595092773
691202,-21.0
8.751250267028809
768239,-21.0
8.820088863372803
