rank,score,frame_eps,elapsed,forward
0,-21.0,760,14.24975299835205,11.315486669540405
2,-21.0,760,15.79207158088684,12.211545705795288
1,-21.0,760,17.181779384613037,14.04156494140625
3,-21.0,1229,18.135812520980835,13.356201171875
3,-21.0,756,9.19560170173645,6.335298538208008
0,-21.0,756,10.517194271087646,7.654393434524536
1,-21.0,756,12.499765157699585,9.143612146377563
2,-21.0,756,12.693606853485107,9.891214609146118
3,-21.0,761,9.092971324920654,6.433721303939819
0,-21.0,761,10.653278112411499,8.018652439117432
2,-21.0,761,12.621955871582031,9.812022924423218
1,-21.0,761,13.099861145019531,10.226085424423218
1,-21.0,760,8.753031492233276,5.753025531768799
3,-21.0,760,9.991379976272583,7.122028112411499
2,-21.0,760,10.457291603088379,7.592657089233398
0,-21.0,760,11.25755262374878,8.126320600509644
1,-21.0,756,8.971957921981812,6.024564027786255
3,-21.0,756,10.125832557678223,6.994546890258789
2,-21.0,784,10.596261739730835,7.0144617557525635
0,-21.0,756,11.03986668586731,7.997848272323608
2,-21.0,758,15.314094305038452,11.979660034179688
0,-21.0,758,15.951663494110107,12.10237979888916
3,-21.0,758,15.828308582305908,12.62659502029419
1,-21.0,758,16.655126333236694,13.97916579246521
0,-21.0,758,13.21492886543274,9.494515895843506
3,-21.0,758,13.16015076637268,9.244362115859985
1,-21.0,758,16.23877263069153,12.927204847335815
2,-21.0,758,16.331303596496582,13.12194037437439
2,-21.0,760,11.259328842163086,8.42058777809143
3,-21.0,760,11.629095315933228,8.393745183944702
1,-21.0,760,13.265627384185791,10.117230653762817
0,-21.0,760,13.529698610305786,10.358138084411621
2,-21.0,757,9.825834512710571,7.163594961166382
0,-21.0,757,10.51393985748291,7.224939346313477
1,-21.0,757,13.333800315856934,10.096125364303589
3,-21.0,757,13.439836263656616,10.584503650665283
3,-21.0,762,12.713747501373291,9.750809907913208
0,-21.0,762,14.463197469711304,11.521202325820923
1,-21.0,762,14.759121417999268,11.210144996643066
2,-21.0,762,15.093905925750732,11.999421834945679
2,-21.0,757,8.502993822097778,5.9963462352752686
3,-21.0,757,8.821198463439941,6.143173694610596
1,-21.0,757,10.563289403915405,7.358459711074829
0,-21.0,757,11.179672479629517,8.34515643119812
0,-21.0,762,9.899296760559082,7.103705644607544
1,-21.0,762,10.758772373199463,7.506875991821289
3,-21.0,762,12.353312015533447,9.506303071975708
2,-21.0,762,12.488050699234009,9.227147340774536
1,-21.0,762,12.647879600524902,9.480132818222046
0,-21.0,762,13.31879472732544,9.580702066421509
3,-21.0,762,14.889146327972412,11.870523691177368
2,-21.0,762,15.216132879257202,12.288918495178223
1,-21.0,759,14.053986072540283,10.842090368270874
0,-21.0,759,14.615800380706787,11.028203010559082
2,-21.0,759,16.506783723831177,13.37210202217102
3,-21.0,759,17.126426696777344,13.966259479522705
2,-21.0,762,11.601490020751953,8.954911231994629
3,-21.0,762,14.697265148162842,11.639057874679565
0,-21.0,762,15.431302309036255,12.369724035263062
1,-21.0,762,15.815366744995117,12.740139722824097
0,-21.0,758,17.528780221939087,14.50250768661499
3,-21.0,758,18.19166851043701,14.776100158691406
2,-21.0,758,18.228332042694092,14.79322075843811
1,-21.0,758,18.490474462509155,15.244414806365967
1,-21.0,758,11.007326602935791,8.057090520858765
0,-21.0,758,14.833713293075562,11.763036012649536
3,-21.0,758,16.56301236152649,13.42746639251709
2,-21.0,758,16.86795139312744,13.367915630340576
3,-21.0,756,14.997420310974121,12.097796440124512
0,-21.0,756,15.811813592910767,12.25021505355835
1,-21.0,756,15.998849868774414,12.343458414077759
2,-21.0,756,16.702306985855103,13.273788213729858
2,-21.0,758,9.899341821670532,6.553319454193115
3,-21.0,758,10.348285436630249,7.5014870166778564
0,-21.0,758,11.041595697402954,8.175435781478882
1,-21.0,758,11.805277109146118,9.287548780441284
0,-21.0,761,10.010777711868286,6.764587640762329
1,-21.0,761,10.220417022705078,7.072037935256958
3,-21.0,761,12.202453374862671,9.453342199325562
2,-21.0,761,13.430704116821289,10.652399778366089
2,-21.0,759,11.762181043624878,8.779138565063477
3,-21.0,759,12.932832956314087,9.996635675430298
1,-21.0,759,13.734564542770386,10.922796249389648
0,-21.0,759,14.380580186843872,11.303670644760132
1,-21.0,755,14.318369388580322,11.017840147018433
0,-21.0,755,14.73490023612976,11.525713682174683
2,-21.0,755,15.064814329147339,11.989577770233154
3,-21.0,755,15.264846324920654,12.26753282546997
0,-21.0,756,20.466758966445923,16.817052602767944
2,-21.0,756,20.64293646812439,16.718650102615356
3,-21.0,756,20.85534119606018,17.42018151283264
1,-21.0,756,21.154114246368408,16.988419771194458
0,-21.0,758,13.853554248809814,9.950525760650635
2,-21.0,758,15.352165937423706,11.726503610610962
1,-21.0,758,15.820212364196777,12.276131391525269
3,-21.0,758,15.617358207702637,12.040945768356323
3,-21.0,755,7.837993621826172,5.009655237197876
2,-21.0,755,8.000840902328491,4.98979926109314
0,-21.0,755,10.524616479873657,7.941671848297119
1,-21.0,755,10.737662553787231,8.053781509399414
3,-21.0,760,14.358994245529175,10.609044551849365
0,-21.0,760,14.548993110656738,11.373860120773315
2,-21.0,760,14.469421148300171,10.520263910293579
1,-21.0,760,14.98857855796814,11.598281383514404
