rank,score,frame_eps,elapsed,forward
0,-21.0,757,6.980684518814087,4.666294097900391
1,-21.0,757,7.075375556945801,4.73642635345459
0,-21.0,762,6.9055869579315186,4.591833829879761
1,-21.0,762,6.980130910873413,4.453593015670776
0,-21.0,755,5.080172300338745,2.8520455360412598
1,-21.0,755,5.538972854614258,3.364581346511841
1,-21.0,759,4.987815856933594,2.1116039752960205
0,-21.0,759,5.064092397689819,2.511162519454956
1,-21.0,761,5.596718072891235,3.2019877433776855
0,-20.0,1037,7.1484150886535645,4.091782569885254
1,-21.0,762,5.72742486000061,3.5600779056549072
0,-21.0,762,6.143885850906372,3.900601863861084
1,-21.0,759,7.1259565353393555,3.7362873554229736
0,-21.0,759,7.189382314682007,4.178486585617065
0,-21.0,757,5.613253831863403,3.1596105098724365
1,-21.0,757,5.8562939167022705,3.565192461013794
0,-21.0,757,5.475399732589722,3.2367897033691406
1,-21.0,757,6.1370813846588135,3.928368091583252
1,-21.0,761,6.254648447036743,3.264317274093628
0,-21.0,761,6.338347434997559,2.5475544929504395
0,-21.0,761,6.121091842651367,3.823805809020996
1,-21.0,761,6.409132480621338,4.139657258987427
1,-21.0,755,6.0809690952301025,3.7747089862823486
0,-21.0,755,6.098475217819214,3.7735819816589355
1,-21.0,755,6.529334306716919,4.211347579956055
0,-21.0,755,6.61849308013916,4.289216756820679
0,-21.0,761,6.9282386302948,4.447496652603149
1,-21.0,761,7.295633554458618,4.821356296539307
1,-21.0,760,6.715716600418091,4.286087512969971
0,-21.0,760,6.96179461479187,4.652581691741943
1,-21.0,758,5.157695055007935,2.9767608642578125
0,-21.0,758,5.811616659164429,3.531334400177002
1,-21.0,758,6.6868860721588135,4.324434280395508
0,-21.0,758,7.066619396209717,4.547891616821289
1,-21.0,762,6.613238573074341,3.9984593391418457
0,-21.0,762,6.797760009765625,4.371557235717773
1,-21.0,755,6.791963577270508,4.346455097198486
0,-21.0,755,7.057582855224609,4.6246747970581055
0,-21.0,759,6.178874969482422,3.871687412261963
1,-21.0,759,6.600684642791748,4.258954286575317
0,-21.0,756,5.83066987991333,3.491018295288086
1,-21.0,756,6.389818429946899,4.020137786865234
1,-21.0,760,6.612767696380615,4.098990440368652
0,-21.0,760,6.70211935043335,4.267735004425049
1,-21.0,755,6.522914171218872,4.2160186767578125
0,-21.0,755,6.687401056289673,4.3185906410217285
1,-21.0,758,6.43202543258667,3.1352503299713135
0,-21.0,758,6.518603324890137,3.4210855960845947
1,-21.0,762,6.571100473403931,4.177967548370361
0,-21.0,762,6.75638747215271,4.330350875854492
1,-21.0,756,6.332797527313232,3.9865798950195312
0,-21.0,756,6.501831769943237,4.037990093231201
1,-21.0,760,5.620409250259399,3.2731215953826904
0,-21.0,760,6.4809792041778564,4.04414439201355
0,-21.0,757,6.505792617797852,4.085629940032959
1,-21.0,878,7.145249366760254,4.637976408004761
1,-21.0,762,6.953698635101318,4.4079270362854
0,-21.0,762,7.328170537948608,4.791485071182251
1,-21.0,757,6.701689720153809,4.2962846755981445
0,-21.0,757,7.1012797355651855,4.666261196136475
1,-21.0,755,6.263225317001343,3.9935998916625977
0,-21.0,817,6.857790946960449,4.369774341583252
0,-21.0,756,6.313779354095459,3.9356093406677246
1,-21.0,756,6.665381669998169,4.3203818798065186
1,-21.0,759,6.823034048080444,4.390882968902588
0,-21.0,759,7.098936319351196,4.737146854400635
0,-21.0,758,6.842334985733032,4.402595520019531
1,-21.0,758,7.19480037689209,4.576131582260132
0,-21.0,786,6.625983238220215,3.931373119354248
1,-21.0,758,6.690539836883545,4.226183652877808
1,-21.0,758,6.10033655166626,2.830003261566162
0,-21.0,758,6.284796714782715,2.9845364093780518
0,-21.0,760,6.088728666305542,3.6579208374023438
1,-21.0,760,6.571932315826416,4.0266783237457275
1,-21.0,759,6.250678062438965,3.758164644241333
0,-21.0,759,6.83127236366272,4.405632019042969
1,-21.0,761,5.565878868103027,3.3612208366394043
0,-21.0,761,6.261560916900635,4.086240768432617
0,-21.0,759,6.717748641967773,4.3126304149627686
1,-21.0,759,6.770066022872925,4.432425022125244
1,-21.0,758,6.681211471557617,4.194685935974121
0,-21.0,758,6.9432289600372314,4.41974663734436
0,-21.0,762,5.878566265106201,3.5257387161254883
1,-21.0,762,6.469082832336426,4.18336296081543
0,-21.0,756,6.892715930938721,4.188865661621094
1,-21.0,756,6.936789512634277,4.3641276359558105
1,-21.0,762,5.81427264213562,3.562826156616211
0,-21.0,762,6.50397515296936,4.175673007965088
0,-21.0,757,6.478346824645996,4.108982563018799
1,-21.0,757,6.466014862060547,4.047208309173584
1,-21.0,760,6.144742727279663,3.80009126663208
0,-21.0,760,6.331713914871216,4.016136407852173
1,-21.0,758,6.35493016242981,3.9997189044952393
0,-21.0,758,6.438478469848633,4.0868003368377686
1,-21.0,760,7.157981634140015,4.5618720054626465
0,-21.0,760,7.190086126327515,4.530559539794922
1,-21.0,759,6.281851768493652,3.9609389305114746
0,-21.0,759,6.397690534591675,4.079167127609253
0,-21.0,760,3.466545343399048,1.3814034461975098
1,-21.0,760,5.067509174346924,2.98118257522583
1,-21.0,758,7.484668731689453,4.91046142578125
0,-21.0,758,7.563409805297852,5.016411304473877
0,-21.0,757,6.2160797119140625,3.854915142059326
1,-21.0,757,6.586096525192261,4.263096570968628
1,-21.0,761,5.5262157917022705,3.3327178955078125
0,-21.0,761,6.190881013870239,3.9764187335968018
0,-21.0,758,5.169995069503784,2.7548606395721436
1,-21.0,758,6.258336544036865,3.884005308151245
1,-21.0,760,6.83435320854187,4.185522079467773
0,-21.0,760,6.909101247787476,4.321488857269287
0,-21.0,755,4.9674599170684814,2.7523064613342285
1,-21.0,755,5.578808546066284,3.4050581455230713
1,-21.0,755,6.939596176147461,4.6555492877960205
0,-21.0,755,7.33335280418396,5.0265679359436035
1,-21.0,757,5.7305519580841064,2.7242040634155273
0,-21.0,757,5.860724210739136,2.9793224334716797
0,-21.0,757,6.050705194473267,3.7382280826568604
1,-21.0,757,6.474378824234009,4.166063070297241
0,-21.0,759,6.211650133132935,3.6515629291534424
1,-21.0,759,6.508524417877197,4.154659748077393
1,-21.0,762,6.545860528945923,4.2720019817352295
0,-21.0,762,6.742205619812012,4.40588903427124
1,-21.0,759,6.52117919921875,4.237263441085815
0,-21.0,759,6.664462566375732,4.34480094909668
0,-21.0,756,5.382842063903809,2.591860294342041
1,-21.0,756,5.833913087844849,3.1260592937469482
0,-21.0,759,5.909638166427612,2.921562910079956
1,-21.0,759,6.597764730453491,3.68207049369812
1,-21.0,760,6.520322799682617,4.165318727493286
0,-21.0,760,6.73271918296814,4.26323938369751
1,-21.0,761,6.742415189743042,4.007450580596924
0,-21.0,761,6.83972692489624,3.5504376888275146
0,-21.0,761,6.608813524246216,4.197026252746582
1,-21.0,761,7.048927307128906,4.553883790969849
0,-21.0,761,6.4641432762146,4.0197155475616455
1,-21.0,761,7.2253029346466064,4.742553472518921
0,-21.0,757,6.416975736618042,4.15080714225769
1,-21.0,757,6.950777530670166,4.711204290390015
0,-21.0,758,6.74130654335022,4.230825185775757
1,-21.0,758,6.845979690551758,4.375329256057739
0,-21.0,760,5.9016783237457275,2.39286732673645
1,-21.0,760,5.898939847946167,2.7985434532165527
0,-21.0,756,6.321112871170044,3.882768154144287
1,-21.0,756,6.35475754737854,4.004027366638184
1,-21.0,757,7.149388074874878,4.69996452331543
0,-21.0,757,7.3330934047698975,4.835745096206665
