rank,score,frame_eps,elapsed,forward
0,-21.0,760,6.135656356811523,3.7704787254333496
1,-21.0,760,6.939853668212891,4.453654766082764
0,-21.0,756,6.363959074020386,4.108351945877075
1,-21.0,756,6.775625228881836,4.462224006652832
0,-21.0,761,5.962398052215576,3.615515947341919
1,-21.0,761,6.356793403625488,4.001941204071045
0,-21.0,760,7.127102375030518,4.708853721618652
1,-21.0,760,7.26241397857666,4.854720592498779
0,-21.0,756,6.689427614212036,4.2287983894348145
1,-21.0,756,7.235241413116455,4.8380231857299805
1,-21.0,758,7.224003791809082,4.098762273788452
0,-21.0,758,7.2423176765441895,3.7674551010131836
1,-21.0,758,6.79593300819397,4.376755952835083
0,-21.0,758,6.815649747848511,4.375741481781006
0,-21.0,760,6.577304840087891,4.174420356750488
1,-21.0,760,7.002298831939697,4.50146222114563
1,-21.0,757,6.502915382385254,4.165808439254761
0,-21.0,757,6.5245068073272705,4.020411491394043
0,-21.0,762,6.09255576133728,3.7558345794677734
1,-21.0,762,6.411093711853027,4.0424158573150635
1,-21.0,757,5.729028701782227,3.379272222518921
0,-21.0,757,5.943986892700195,3.5261049270629883
1,-21.0,762,5.916253089904785,3.637146472930908
0,-21.0,762,6.125485897064209,3.7474281787872314
1,-21.0,762,6.3995702266693115,3.9638912677764893
0,-21.0,762,6.972004413604736,4.533437728881836
1,-21.0,759,6.702149152755737,4.424388647079468
0,-21.0,759,7.023702621459961,4.679289817810059
1,-21.0,762,6.481470108032227,4.179446458816528
0,-21.0,762,6.860143184661865,4.576395511627197
1,-21.0,758,5.16522741317749,2.9242069721221924
0,-21.0,758,6.014169454574585,3.6958167552948
0,-21.0,777,5.960008382797241,3.362285614013672
1,-21.0,758,6.140485525131226,3.8762664794921875
1,-21.0,756,7.349331855773926,4.867985248565674
0,-21.0,756,7.490193605422974,4.990655899047852
0,-21.0,758,6.557209253311157,3.5346548557281494
1,-21.0,758,6.580771446228027,2.9686737060546875
1,-21.0,761,6.673450946807861,4.247276067733765
0,-21.0,761,6.942453861236572,4.2516868114471436
1,-21.0,759,6.359201908111572,3.949220657348633
0,-21.0,759,6.505320072174072,4.180065155029297
1,-21.0,755,6.895673990249634,3.998516082763672
0,-21.0,755,7.018892526626587,3.7998087406158447
1,-21.0,756,5.926591873168945,3.7924935817718506
0,-21.0,756,6.610626697540283,4.351683616638184
0,-21.0,758,7.067606449127197,4.510178327560425
1,-21.0,758,7.168689727783203,4.875168085098267
1,-21.0,755,6.641842365264893,4.299150228500366
0,-21.0,755,6.988370180130005,4.479561805725098
1,-21.0,760,5.740131855010986,3.389742136001587
0,-21.0,760,6.623869895935059,4.201320648193359
1,-21.0,755,6.682355165481567,4.332630634307861
0,-21.0,755,6.825848817825317,4.400161266326904
