rank,score,frame_eps,elapsed,forward
0,-21.0,760,1.8492488861083984,0.5508592128753662
1,-21.0,760,1.8743817806243896,0.5569117069244385
2,-21.0,760,1.9307494163513184,0.5974593162536621
3,-21.0,760,1.9074406623840332,0.6040613651275635
4,-21.0,760,1.9060797691345215,0.5991694927215576
5,-21.0,760,1.9098963737487793,0.6063721179962158
6,-21.0,760,1.9119009971618652,0.6136643886566162
7,-21.0,760,1.928968906402588,0.6338241100311279
2.3382368087768555
1,-21.0,756,1.815697431564331,0.5257375240325928
0,-21.0,756,1.859313726425171,0.5435349941253662
3,-21.0,756,1.8158023357391357,0.5227451324462891
2,-21.0,756,1.8162310123443604,0.5204811096191406
4,-21.0,756,1.7928636074066162,0.5094518661499023
5,-21.0,756,1.807842493057251,0.5147395133972168
6,-21.0,756,1.8125412464141846,0.5256145000457764
7,-21.0,756,1.827415943145752,0.5303201675415039
2.056870937347412
0,-21.0,761,1.8036110401153564,0.5150573253631592
1,-21.0,761,1.8080170154571533,0.5153543949127197
3,-21.0,761,1.8301947116851807,0.5271871089935303
5,-21.0,761,1.821232795715332,0.5288407802581787
2,-21.0,761,1.8736767768859863,0.5480060577392578
6,-21.0,761,1.8279542922973633,0.531235933303833
7,-21.0,761,1.8391902446746826,0.5366334915161133
4,-21.0,2082,4.966371774673462,1.4308652877807617
5.140499591827393
1,-21.0,760,1.791243314743042,0.5088112354278564
0,-21.0,760,1.803598165512085,0.5140583515167236
3,-21.0,760,1.8151626586914062,0.5233047008514404
2,-21.0,760,1.8662757873535156,0.5465319156646729
5,-21.0,760,1.8220734596252441,0.5290753841400146
4,-21.0,760,1.8311693668365479,0.5321102142333984
6,-21.0,760,1.8200874328613281,0.5231618881225586
7,-21.0,760,1.8303065299987793,0.5334451198577881
2.0505545139312744
0,-21.0,756,1.795447826385498,0.5116977691650391
1,-21.0,756,1.8007018566131592,0.5122478008270264
3,-21.0,756,1.8042330741882324,0.5170228481292725
2,-21.0,756,1.81903076171875,0.5232734680175781
5,-21.0,756,1.8159806728363037,0.5249605178833008
6,-21.0,756,1.8195993900299072,0.5235631465911865
7,-21.0,756,1.8213047981262207,0.5241069793701172
4,-21.0,756,1.8665525913238525,0.5487356185913086
2.041841745376587
1,-21.0,758,1.801548719406128,0.5123374462127686
0,-21.0,758,1.8038804531097412,0.5137484073638916
3,-21.0,758,1.8178932666778564,0.5229301452636719
2,-21.0,758,1.863844394683838,0.544658899307251
5,-21.0,758,1.8148224353790283,0.5248162746429443
4,-21.0,758,1.837824821472168,0.5349056720733643
6,-21.0,758,1.8197212219238281,0.5230391025543213
7,-21.0,758,1.8294458389282227,0.5256810188293457
2.0529520511627197
0,-21.0,758,1.8643195629119873,0.5468661785125732
1,-21.0,758,1.875014305114746,0.5536291599273682
3,-21.0,758,1.869171380996704,0.5537536144256592
2,-21.0,758,1.8715040683746338,0.5511505603790283
5,-21.0,758,1.8520848751068115,0.5456347465515137
4,-21.0,758,1.8844592571258545,0.566840410232544
6,-21.0,758,1.8540065288543701,0.5451898574829102
7,-21.0,758,1.8655078411102295,0.5511617660522461
2.0867223739624023
1,-21.0,760,1.8783674240112305,0.5617024898529053
0,-21.0,760,1.8796544075012207,0.5539555549621582
3,-21.0,760,1.851257085800171,0.5393791198730469
2,-21.0,760,1.863119125366211,0.547992467880249
5,-21.0,760,1.8707218170166016,0.5606851577758789
4,-21.0,760,1.8778605461120605,0.5626785755157471
6,-21.0,760,1.844480037689209,0.5388729572296143
7,-21.0,760,1.8576087951660156,0.5448424816131592
2.078840970993042
1,-21.0,757,1.7895326614379883,0.5076572895050049
0,-21.0,757,1.7998440265655518,0.5129096508026123
3,-21.0,757,1.8133699893951416,0.5195624828338623
5,-21.0,757,1.8114748001098633,0.5248346328735352
2,-21.0,757,1.8672993183135986,0.5471210479736328
4,-21.0,757,1.8327417373657227,0.5311181545257568
6,-21.0,757,1.8048930168151855,0.5153927803039551
7,-21.0,757,1.8188726902008057,0.5230157375335693
2.0373713970184326
